2015-12-31 15:51:40.580 [error] <0.91.0> gen_server maxwell_protocol_channel_sup terminated with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190
2015-12-31 15:51:40.581 [error] <0.91.0> CRASH REPORT Process maxwell_protocol_channel_sup with 0 neighbours exited with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190 in gen_server:terminate/6 line 746
2015-12-31 16:32:02.580 [error] <0.97.0> Supervisor maxwell_protocol_channel_sup had child maxwell_protocol_channel_pools started with maxwell_protocol_channel_pools:start_link() at undefined exit with reason {'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}} in context start_error
2015-12-31 16:32:02.581 [error] <0.59.0> CRASH REPORT Process <0.59.0> with 0 neighbours exited with reason: {{shutdown,{failed_to_start_child,maxwell_protocol_channel_pools,{'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}}}},{maxwell_protocol_channel_app,start,...}} in application_master:init/4 line 133
2015-12-31 16:46:21.328 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.329 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.330 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.332 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.333 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.334 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.335 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.336 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.338 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.347 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.348 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.349 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.351 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.352 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.354 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.355 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.357 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.358 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.360 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.361 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.362 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.363 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.364 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.365 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.367 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.368 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.369 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.370 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.371 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.372 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.373 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.375 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.376 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.377 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.378 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.380 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.381 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.382 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.384 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.385 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.386 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.387 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.389 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.390 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.391 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.393 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.394 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.396 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.397 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.399 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.400 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.402 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.403 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.404 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.406 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.407 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.409 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.410 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.411 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.412 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.413 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.414 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.415 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.416 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.417 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.418 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.420 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.421 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.422 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.423 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.425 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.426 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.427 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.428 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.429 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.431 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.432 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.433 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.434 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.435 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.436 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.438 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.439 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.441 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.442 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.443 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.445 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.446 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.447 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.448 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.450 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.451 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.452 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.453 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.455 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.456 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.457 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.458 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.459 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.461 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.462 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.463 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.464 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.465 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.466 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.467 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.468 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.469 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.471 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.472 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.474 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.475 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.476 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.478 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.479 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.480 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.482 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.483 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.485 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.486 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.488 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.489 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.490 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.491 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.492 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.494 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.495 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.496 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.497 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.498 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.499 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.500 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.501 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.502 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.503 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.505 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.506 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.507 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.508 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.510 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.511 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.512 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.513 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.523 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.524 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.526 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.527 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.528 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.529 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.530 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.531 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.533 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.534 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.535 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.537 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.538 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.540 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.541 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.542 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.544 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.545 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.547 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.548 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.549 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.550 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.551 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.552 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.553 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.555 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.556 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.557 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.558 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.560 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.561 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.562 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.563 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.564 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.565 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.567 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.568 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.570 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.571 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.572 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.573 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.575 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.576 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.577 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.578 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:46:21.579 [error] <0.132.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
